system_id,g_protein_family,source_replica,pdb_sha256,xtc_sha256,n_atoms,frame_count,frame_interval_ps,represented_span_ns,pdb_xtc_atom_counts_match,finite_coordinates,finite_monotonic_time,valid_periodic_box,atom_order_backbone_geometry,catastrophic_chain_break_absent,complex_separation_absent,coordinate_scatter_absent,full_frames_checked,release_action,full_frame_qc_status,component_scope,component_scope_authority,excluded_components,schema_version
Gi_7YON,Gi,1,0b70c9792c9b585f0b0fc6ac00e3ed3b795681803c12f4cdfbf6989c53d4b5c4,ad7273fd703c75481f069707573134f86dd21c48e3e1e98d4e335c4584e4b5ca,17309,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_7YU8,Gi,1,8f6a25cf229bef9b0f7059a7b954b7f59936b8dd22ac96ff7f17b1dc7d9d6379,3985b66faae0e9582c4b84fdc31645e2fee1c40795bc47941468869ace560ec2,16501,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8DZQ,Gi,1,ece9ef0cdb22c67fc00261f93646ae4425c53a89b7027a609e9264ac30ed9234,b0ec582f6defed1a67c8963135e9b61cf8046319941b3606e70e765b15b32e13,16484,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8EFO,Gi,1,b761b2290250c2136e96a734440af8b13023c4ded407d2bc9fdf150b0fa15a70,1f11c58053130476ab73a2cf971c510ddc7c9d1cf40177a4e565b69b3b68d92f,16346,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8F7S,Gi,1,a352ee6e682db43d46a821266261a703a18f31de2c9a28169507be2501a8ffd7,be8f24e4fa8b109bf63d3f4267f00ff52e7b2ecd6ec497fa91e3da1fb3004b07,16673,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8HK2,Gi,1,c0b98750ee6d9631e026a91fa8bb7bb6f6a4a84d3da55a223c33a59dffc95c07,9bc674fd61afbea4541bae2bda9813a446807a8b69fec87ddcd2cfe66e0e1fa3,19863,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8HK5,Gi,1,0b752cebc55792786b810f6ee5ddeee8b33a94377a1dc7d10c9e353709f1eebc,1754cd9a72398c8ef97a48d5270cbabc794431073855343e3c177dc711278f36,17311,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8HQM,Gi,1,ea0e81fb440feb3002ea51b2e3d5b9d2ce867b46a5d62adb2e075af032a1a88e,8a4c366627ed9afd02f403f333d42fe9135590baca3bfd880672f93cfb006062,15955,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8HS3,Gi,1,0d002a74da3ebaeeccbbcd146f0e8d679840a1673f043763715cbdccb2e7e46e,2d4c8d3143ef87dd9910506ce6b117955a9fa611fc67224a216529574ce8fd79,16057,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8IC0,Gi,1,c9574ace6710cdadb9c1e6b0fdb046912ef959d609a3a35d6e53fb87ff46c921,12e77cd479f55c769474ebeea66a0b777c2ec67a32a5264773ecd3b1603b4c11,17737,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8ID9,Gi,1,10d8b2e5b00fab968e8f5e0e2a226e4166423ca62fc6256dc9384b21bb7e60b2,4f75c2ec7ae3b6dcc33ae2581fdb38a28b7eb33b6b629665f42254649d63b43c,17016,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8IHJ,Gi,1,0e4cf33bb04ec1165ed524e16c60f21997780fb5d211b740c39e2c2962f4526a,307f6d70799f6156ebf897e1bc1cd1ae43fd7e1e013034028f47dfa7a9986c05,16894,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8IRU,Gi,1,d60baf66a29e50d46dcf2033a967871d6deac01e6568980605ccd5a5f71ad328,58b2522e07896179f03241e09ae9828da437a219f04771b04dea7e555a76e31e,17583,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8IU2,Gi,1,9d17890d9bf0b3106c4fed434b015dcba4c43bbe99b3c225907ba7654171be23,42eed3ce6d8ebf2432dfff87212ca874a25380263919e56834c77e2697eb56ce,16868,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8IY5,Gi,1,25703ac429ddaff84956b90b19e5c420c9dfcf80a7b2d3640199528991a743c4,1c339369e1a33aa625111320a3ea0f4f0db60b29de98743b79e95091499e338b,17046,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8J18,Gi,1,908c4c2c3140b65f3cb8f220cabf4e72d6428b99601a31ef648318fb91c3ef1b,e8397f57a589c3a5281bb7acf3be93957b72f44bb0db9544fe6e45c381b3437a,17791,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,rebuilt_from_replica_1,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8J21,Gi,1,d7203666c460a009efa2ebdfafb9ba48a4f2a0bc077151800c736222fd4cdacb,bd3223f4ef8909417abaf5e6b04b8d7a0417acbd83db2e4b118305d3f5ccaeea,16550,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8J6D,Gi,1,fa62883245b59a38417fcb39b76e067ddda7ff021ccb2d46fb64edf84088513d,af57c4222a58f0c7296bddc3125923b64d84225691c2e49b0d2fd8c7de50c9e9,18936,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8JZZ,Gi,1,6b7e3f635756cc77e5cde919d7ba1c9bf0af59bafcf0c651927c4cdfa9c5ff60,b0b7473053a0f857ffd302e3a5be86b8111471f44edb110754e77705726be806,16344,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8K3Z,Gi,1,df7c8d9dfb5b2298a037847b971fe5bc3f26dc5c665fa4715c6de352f446031f,a33647e0b0ff09eec291d644864e95b8d384955a8c5a9b4b1175992259d64eb9,17541,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8K6O,Gi,1,f4d0ad28dbbc77ae370ec9c82287d7b16d01d85cb6f2a392927a71f58b2d6c34,1db117d531fd94bec0f803eaf0915d2286b0cc5acec6ee70397df95460f6fce3,17568,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8KFX,Gi,1,0c70a0e9436b629a83a54ac4c97cc98721ac53415378b89fa88861ae2323ec65,6bc74dab7d6ac72f0129a7621e38209a0552118baa7f5af0071a5d554db02c5b,16749,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8PJK,Gi,1,f5bc1b7b30432d60ce5356a0ed8aca3d701473f07b1ae540547150577b1592ea,74430445842b08cb61ed94f548aee9728105c39de9fb9a931a81500c130b7140,17686,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8UGY,Gi,1,1c0d678c26e65c35015829921fcc174ae9b6627f273717bdfebb914379459083,0ff74485e781ee10b8b75e07981cfa78b6ee29842f8c2a0bd29cf151474628c6,17051,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8WWH,Gi,1,f8cb22d11ae675855cb07aef4281e4890aa63bbab4c9c435ca7f73577c964ac4,a00e67ffe36caf7d7a6c488bc2183187f2e4ea051610aa27798ef06038b61179,16647,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8X8L,Gi,1,01c2a5cb511f3cb28f07234a0352f869e302c54a704d9839d666a2d237215e2f,a3f06c2c2ed9cd84b2ce5dbdd178da98b9163f746d57e13f1aa9491ffe26c753,16482,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8XGM,Gi,1,b4b12e31555ab434aa6e6aac11849d72ed7b78b70ead0478047b7a4bf61e176f,ce9ea7ec7014efacc56294e7877cad05239a31ad3ad2cd2836ea9d894a97ebf6,18976,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8XIP,Gi,1,60cc1503058fcc6a19960ba6b36cf95ca7abd7276a88837c18314cb09f34fdf3,e0a7d27065ff3339c90a074fd7d309cbee04477f302cf49fd8744769e939f1b0,15941,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8XIQ,Gi,1,188b2ac50e609d6a1b4680a897c09781126da297240de5f9da0340abcdd40883,0f26cc2bdd73c84b3b8428b2ebe0111818fba2794a26ed2ab74d2aeddf035bf7,16440,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8XXU,Gi,1,27c777bc0a9e5721a2f8c63774d605a227deb4be7718a2d64836ef24b1f8b3c1,1380f424fd4e3d3844f131f4e6fa09d1e9cdc2f74fef8cecde68daa174f9120c,16726,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8XYD,Gi,1,20856d5336ac0ee59f9e54131d1d9e0bddff65a5f2cc350511a2383f2220853a,7a38c9c0352b0b16f09ea3ec93a48c3bab3f79aaf4eef8012ea105dcc36fd74a,16979,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8XZI,Gi,1,5503911d88b8ad7cacc56b959f85de0ab56f9a36d2398d2368961023ef4d7d23,d294202b7e1fe67f128813e8cf8ccc8a8664b1eaa5fef6d6fbedfe05ce77af42,16729,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8YIC,Gi,1,08e7c4f62d5e9679896763691c48917ff507dfb1a6eac62e464e8914e184b2e8,a12749abac17d7f45ba138ccb63af69ae7e78cf9789d01d6e4b82b2007383028,17007,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,trimmed_to_2500,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8YNA,Gi,1,731a41ef686b130ae6ed1739e88fe88755e4f5692dcdafa3e5832559e878afc6,133c5304c23176355aeb2c88bb181f6ed416bcdb2f768542fd47191fcae6fc3e,17611,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_8ZQE,Gi,1,306a3a678ecd8a4cb173a4593903abb3de6cc985921267160fd34abac2256fa2,0557b0849d6f05d362d6d436059d98f9b6f586934946a748fa836a887da01f15,17155,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_9AST,Gi,1,7164f97fd8bce9f85a2083ec1c8c10329068f435448adabe34eb9c42af138e5a,55940b21994bd87b9d0ddd3804b215b71bf94ec7c9ea5f88a123bbd39c549ebe,16741,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_9IIX,Gi,1,497c5988c4478d2d0e76c325440d5327e0c8c696d2239adbbbb09feac7555e84,f14cacbfc288c8a42c7c71b251ec1df86a1c79e7f25e80b0cb0ee91a80d358e7,14937,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gi_9J5V,Gi,1,122074791dc5eedc7cb74647b26eeed0c26a5f19a023fa4514ba8b5334527f10,10bd7cba735d3626d7654da45532462f7c13b5364b77faae9ed333f89b755c3e,16493,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_6OIJ,Gq,1,acf230afcf81da23272e452cd8814e6aa1a90653c94797eb323574d097d40fb1,4c41d3f9261c040843be43915b3c79e605c2651810b294d5fc5ff6b51b4bc1de,18815,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7DFL,Gq,1,eb260d26f445751e6d08c52704cd9274124608987570596e942c6da5966142d4,239ab2b5555e6acdfc5a3465f850a01b18b0b6801ff98ca8448eaaee373e2d75,19368,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7EIB,Gq,1,2d487668427465a82e4c2e0042588ee0d3802c5c5688671a2a3a07dec82c6029,54b0530be2f247af4b4066f867635a30f0121b98166be3336ce406743fc02ef6,14976,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7EZM,Gq,1,c101148583d803471bf88a58535238b8d8604adc9efc1095897c1206fbbebcea,3a6d61733af6c2b90978e6e484b282fdd36f89006533087fc0dbd8a66c918d95,17617,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7F2O,Gq,1,ac72c515133af79f1d2d5a999ebf4a5ce980a8b23c6671e683eb0b4aa45b345f,e9d861ee01dbe68bf8e1c014c2e4fdb0f23cdd4ad06a9a8856e3eaba66eea4fa,14729,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7F6G,Gq,1,4196beaffb4eb2455047b58e223866aa4c5e97189c0731db43380eed1cc9dbc3,5b1bb6e64591386e9bcc2b840d56c95f99877d4f28d354e5e6c633c5d203fd76,17527,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7F8W,Gq,1,cf7fdf8d1bd87aa57742deccbc9f65451a07496fb4f674fb96867e4ad1fd15c9,f6d7afeaf18fd9b407ebc0999e9e242af1743d856dc19d2194af3dc06f96deb7,17148,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7P00,Gq,1,35b1ff3934052dcb80cfe151510d500a30cda50e3fff3b5cd658ec29e0a0b7d6,6233ec9368c47fc0e1e4a88ee1b4e0b59002235ce478c519f470f2a1d578e979,14727,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7RAN,Gq,1,0b3c5b67e2799a042de55391917da910bbb7267360c61e97a7a51a0f1017a7d0,c341a3eb55637e93399b7f025d673e855415ad36d5cf5fb3af8d2359f2dd3b47,14919,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,rebuilt_from_replica_1,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7S8L,Gq,1,946dc9a2126b64f7f827b6367c0984e0248bb657ec05fc893a2ab5cab7965800,29039d6309aae947006252b3acc62f3f76b638ee315264f8d8823441f238e134,13855,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7S8P,Gq,1,57f8a2740f65efbc82de014dee5caffd60a547a00876c7492225b258398009e3,df9e5729eef73e0f823b9c38185196adf80434393475aa9314e0c424e38a3870,16321,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7SR8,Gq,1,9affcdd9fdd682ff0b920bb81de0723ffa5dcce06d65632cbe447ecdf93e6fa0,207b0691bf45e9181898ce3a92d284f3f662d10aebc225b7d0c25879bf213755,15244,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7SRR,Gq,1,7c4ddb0b46885247ed05997edce145b61710053ec44a73a4436cab35a59f2082,d0f448e11c3568b3a726048b0c686a8eba09a6d935bcad7d7589a53f24e68068,15214,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7TRY,Gq,1,b21fb8f2c56b886afda1ef9a54658a356a71c142d09de2eae61a2956f46f6def,56883b9f52c994f35d5b2332f38af0beb6e21d8a1a4eb74534adfd747c1b8add,18110,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7W3Z,Gq,1,4e58098564fa6e16b1231006ee4404680be72a7da73c43af65cda3649bf49461,74d1a852bf788aaa99582fbbb1306e7774b6f3bc8e8bdbc6f1ff48a9f3c1320e,16840,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7W53,Gq,1,e42d4ed1bcd0c7e61c7bbeeaf62f9eb309fa1d51d88ac3ba771e9cdfbc4d8364,c600bd694f52094e80cbacd0643b1cda8c51462aa3d649be0e37de6cf7a0d955,14536,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7W55,Gq,1,dd697f186ff7c4d73dc1d9b93769f1f7c859bf70bd04f50f18c662f1f5aa6256,c8a6edd918ab8ac493b0275c1a9b9821f35c48b5584494cfee3fb077246edcc3,14994,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7XW9,Gq,1,20658f0b42bc997a758909f4b11393afa9bd99b3689a922630f6a668c4cf995a,022f9dc48b8325a428cb9b4e27ecd1465f4ae2573ead9402c3a70a3f1542538f,15057,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7XWO,Gq,1,b38eeabfc88d1e7f6eb79e478fd406ee29691449930bd4167f76d06d049c7a0e,ee410cf83bb278fba4c65b8a0e0a83422e679a854910ea26c0c87ff33718a117,14536,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7XXH,Gq,1,fde5c98f5e26b28b3918f6372ee4575825065ec550b1e8d8941fcca41a532988,638f19daac0d86347d34da26512f43cb838e7ebe2bcc4a6c9b70eab0fede07c2,17095,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7Y26,Gq,1,41b1ff0c2765e314e53085f8a99715d468a7816dd114a11f1447c1c91f34d20a,a124812c0d01278b535d1850dd3254edbddb0f9bbd42b149d6e733f2c86ca69e,16786,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_7YDM,Gq,1,65913da40321df6c0671489e155a5fdbce904b74b125e11da4151adf61d88303,1ec71d562ef45970c8bf9c28d1cf2132b9a9270a37b426a3a8ab387056eb2a2d,14388,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_8DWC,Gq,1,03eb20293f63166fda195af9ea3976a43e7e10ae271af0193ad926d54a41705a,404599f9a52ba6a2f26b136399364281ae852ef0a51f6ee7ae5072b6360f3b22,13944,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_8E9W,Gq,1,e6d7f4682f9c1848909cc23d4f18416504c3d83e77b0ed02a814f8f8d9a1bac4,e67795eadf63c5df4cb172092f96d73f6105cecdec2854a87419b9ab0f017f54,17591,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_8EJC,Gq,1,712d7d8138005e3b0ff17d7b7021b1234ea2ed6d433cf0cb05ae94e29fc89fcb,da96af0b13fa26f9ce196ec95a3d6360a1ac800c87a90878fd63fd461312f93c,14107,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_8F7X,Gq,1,c2cb72925d3c85571a50317757b935b20b77577d68441d0f3241d47d4b018364,a166772bd18c7217df668acc19b189137c67fd300b9e47535739e325f5e37978,16332,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gq_8H0P,Gq,1,d9583052fdb192f6f31afe7fd79971e5fd4af6c26202ac82e3a731f0fb79e22d,5d6aae11747ee8ab7985e0952f37d566b658b08c9420c8dc3b090e979fc9f8df,14589,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
