system_id,pdb_id,g_protein_family,source_replica,archive_filename,n_atoms,component_scope,schema_version,release_file_id,file_role,archive_member_path,size_bytes,sha256,n_frames,frame_interval_ps,represented_span_ns
Gi_7W0N,7W0N,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16807,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7W0N:trajectory_xtc,trajectory_xtc,Gi_7W0N/traj.xtc,159622960,40e1b82c6cdfcd382755fa286cc71243ef530b375e39791c52f8683a7ef22edd,2500,200.000,499.800
Gi_7W6P,7W6P,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17940,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7W6P:structure_pdb,structure_pdb,Gi_7W6P/structure.pdb,1453302,ef4f0182faa15d0965c04ce4794c8dbb03b974f3baba80cf66d08f9ff601cfd9,1,,
Gi_7W6P,7W6P,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17940,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7W6P:trajectory_xtc,trajectory_xtc,Gi_7W6P/traj.xtc,170455532,6c3ef79bd7c9489d0499031de954a2af4889c54aa81039d0d3c885358dd7714b,2500,200.000,499.800
Gi_7WQ3,7WQ3,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17184,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7WQ3:structure_pdb,structure_pdb,Gi_7WQ3/structure.pdb,1392066,d2e94a34983fd8734e63fac104fe686e07966295b2c7de9fe1b51ecc45df50dc,1,,
Gi_7WQ3,7WQ3,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17184,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7WQ3:trajectory_xtc,trajectory_xtc,Gi_7WQ3/traj.xtc,163109744,cb6779463e7fcd4e8e7d3f6d55a7cebab2495a5d044aca2e7f8713d482ef39c2,2500,200.000,499.800
Gi_7WU9,7WU9,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16836,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7WU9:structure_pdb,structure_pdb,Gi_7WU9/structure.pdb,1363878,518a693043d5912cc753816f6cfc9ca9e199ed97429604bd7fc0315375bc5879,1,,
Gi_7WU9,7WU9,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16836,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7WU9:trajectory_xtc,trajectory_xtc,Gi_7WU9/traj.xtc,159943716,c38d5347b30b97716a0b4640ac7e2258fab5ac503c0a0b48986c8727af782d75,2500,200.000,499.800
Gi_7WV9,7WV9,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16719,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7WV9:structure_pdb,structure_pdb,Gi_7WV9/structure.pdb,1354401,90f2a872d17cafe9fef8c8ac1355b479ebd44ed5acd52971057369eefd7fca7d,1,,
Gi_7WV9,7WV9,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16719,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7WV9:trajectory_xtc,trajectory_xtc,Gi_7WV9/traj.xtc,158918568,9fdbd1fe2b9648237fa88846e7b9047b0c804b1eb22b0356de221c0bca3b1ff4,2500,200.000,499.800
Gi_7WVU,7WVU,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16587,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7WVU:structure_pdb,structure_pdb,Gi_7WVU/structure.pdb,1343709,c6f9e73aebbe575112d99d9aa99fb4801519a5c20891b664e685be94f5db82c7,1,,
Gi_7WVU,7WVU,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16587,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7WVU:trajectory_xtc,trajectory_xtc,Gi_7WVU/traj.xtc,157968604,aa4468b02a6830992d1193c44a17cd9177fc20d46b2343e22626883a33182d74,2500,200.000,499.800
Gi_7WVX,7WVX,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16634,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7WVX:structure_pdb,structure_pdb,Gi_7WVX/structure.pdb,1347516,81e634ac2b317ac0b3266bec8174c615771847b68322af938857a1ec93081538,1,,
Gi_7WVX,7WVX,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16634,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7WVX:trajectory_xtc,trajectory_xtc,Gi_7WVX/traj.xtc,158221804,1674a87be9fa955d163a8d06ee4293ed6b7943a2acfa864b9f30a30e2905b8d6,2500,200.000,499.800
Gi_7X5H,7X5H,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16501,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7X5H:structure_pdb,structure_pdb,Gi_7X5H/structure.pdb,1336743,3014493244bbd1343e65081cdc210e46b6ebf99800de64a51de6fde7dfe03d6f,1,,
Gi_7X5H,7X5H,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16501,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7X5H:trajectory_xtc,trajectory_xtc,Gi_7X5H/traj.xtc,156827960,e6e9d910659908e298d42dc01dea8d99f4ff93d8d588f42ded8c08107988db07,2500,200.000,499.800
Gi_7X9A,7X9A,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17367,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7X9A:structure_pdb,structure_pdb,Gi_7X9A/structure.pdb,1406889,57fdb41328f87bf958d72b787f85740bd58879453e6157674d865e44b989890e,1,,
Gi_7X9A,7X9A,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17367,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7X9A:trajectory_xtc,trajectory_xtc,Gi_7X9A/traj.xtc,165691252,2f6092d501ad303132511cf2726fcef96a6e2a64ad1946928c0875e499f615a5,2500,200.000,499.800
Gi_7X9C,7X9C,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17760,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7X9C:structure_pdb,structure_pdb,Gi_7X9C/structure.pdb,1438722,702b61d7ac45f01a3bf8e1e62b2c3dbdd37f5768aceb43cd62671216cef293d2,1,,
Gi_7X9C,7X9C,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17760,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7X9C:trajectory_xtc,trajectory_xtc,Gi_7X9C/traj.xtc,169114576,a5abe2258f93b64a76bbb0701072f519e3849c9d1d3034835be3d031f0c0ed87,2500,200.000,499.800
Gi_7X9Y,7X9Y,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16717,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7X9Y:structure_pdb,structure_pdb,Gi_7X9Y/structure.pdb,1354239,83c1b261e370594529ac55db0748f87ece6f6b0ad1b227b1a07232b4ecda965b,1,,
Gi_7X9Y,7X9Y,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16717,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7X9Y:trajectory_xtc,trajectory_xtc,Gi_7X9Y/traj.xtc,158797488,f6404fdb932dcaf9e0ff955417819fd9a95d95198bf44cd2b59007c594f63121,2500,200.000,499.800
Gi_7XA3,7XA3,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,18176,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XA3:structure_pdb,structure_pdb,Gi_7XA3/structure.pdb,1472418,d386d688361eb97bdf11dadf8737159d151887671e819a14a75fb70025151c75,1,,
Gi_7XA3,7XA3,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,18176,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XA3:trajectory_xtc,trajectory_xtc,Gi_7XA3/traj.xtc,172519472,e666afa3363e98437613a7f6ec6b8af262d2c397b9d951ec835aa2fd726116c7,2500,200.000,499.800
Gi_7XBX,7XBX,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,15493,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XBX:structure_pdb,structure_pdb,Gi_7XBX/structure.pdb,1255095,0c09abbd0e15f707cd21e0ffd85727e050163f60b575710bca37cb10c7220775,1,,
Gi_7XBX,7XBX,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,15493,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XBX:trajectory_xtc,trajectory_xtc,Gi_7XBX/traj.xtc,147214396,84e016fd4afa8f1a9971297a1ded6b888321de35b46e5c2c321a1dcea0d9d14e,2500,200.000,499.800
Gi_7XK2,7XK2,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17076,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XK2:structure_pdb,structure_pdb,Gi_7XK2/structure.pdb,1383318,7f8d5a960eb40ddecb451589ff305801093171456b7e5c29e4b3547dccf52094,1,,
Gi_7XK2,7XK2,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17076,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XK2:trajectory_xtc,trajectory_xtc,Gi_7XK2/traj.xtc,162809832,d383872bcc8f5ca2661d4e3ac45a56328d235152858982883d095e2e0a5e1438,2500,200.000,499.800
Gi_7XK8,7XK8,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17870,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XK8:structure_pdb,structure_pdb,Gi_7XK8/structure.pdb,1447632,b693b3586e320e5f9bffe3fcffa5c6a51c511f773f6b64969cedbd769ed7222f,1,,
Gi_7XK8,7XK8,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17870,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XK8:trajectory_xtc,trajectory_xtc,Gi_7XK8/traj.xtc,169354572,99a46c27fb72ffb3bdc20a040d6a9010fd9f2d873a11b062e2f2478457a2c21d,2500,200.000,499.800
Gi_7XMS,7XMS,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,15865,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XMS:structure_pdb,structure_pdb,Gi_7XMS/structure.pdb,1285227,8b2c5b04403fe4101e469457c33d6a54628f3468cdb67dbea73a24f606116c90,1,,
Gi_7XMS,7XMS,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,15865,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XMS:trajectory_xtc,trajectory_xtc,Gi_7XMS/traj.xtc,151423184,589415b4d3f8a865ca6f7848e8aa84726dbc2483379b46c39dfda769179dfff7,2500,200.000,499.800
Gi_7XTA,7XTA,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16845,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XTA:structure_pdb,structure_pdb,Gi_7XTA/structure.pdb,1364607,cf0923383bef0c08bf207bf08759abc7337ba933f66207a189d0447210fb3712,1,,
Gi_7XTA,7XTA,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16845,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XTA:trajectory_xtc,trajectory_xtc,Gi_7XTA/traj.xtc,160210700,001f85445e159bcfce71aa5548359e30011c20320bf92616ff427a706c9222a5,2500,200.000,499.800
Gi_7XXI,7XXI,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17054,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XXI:structure_pdb,structure_pdb,Gi_7XXI/structure.pdb,1381536,93e56b6901eb3500a5c7986a23f0b4070db80b3c42e767d824a0a2b538764b69,1,,
Gi_7XXI,7XXI,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17054,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7XXI:trajectory_xtc,trajectory_xtc,Gi_7XXI/traj.xtc,162069172,5b5144c1bbc811e5871787360ff4f5f6ff330e1c5e53386a93b7a997e800f009,2500,200.000,499.800
Gi_7Y12,7Y12,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,15954,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7Y12:structure_pdb,structure_pdb,Gi_7Y12/structure.pdb,1292436,b4548b23a02f50ab2539509c0dc817529bcdbd3888576b5c8583f5f9a5c64b7e,1,,
Gi_7Y12,7Y12,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,15954,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7Y12:trajectory_xtc,trajectory_xtc,Gi_7Y12/traj.xtc,151666444,1397f199ef81c2200bfdc64688b4d21a0492cd2d277beb79fcaa5f2d99b7d7e1,2500,200.000,499.800
Gi_7Y89,7Y89,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16018,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7Y89:structure_pdb,structure_pdb,Gi_7Y89/structure.pdb,1297620,0936cdf16ed1df572c3f952eddf36b264d6e8599c3854bdcc4ded646bffc85f5,1,,
Gi_7Y89,7Y89,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16018,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7Y89:trajectory_xtc,trajectory_xtc,Gi_7Y89/traj.xtc,152180632,8cb72515bf76b5d94180db43affc6a82b641d25002f6a76429bf4a8ec8c28676,2500,200.000,499.800
Gi_7YK6,7YK6,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16264,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7YK6:structure_pdb,structure_pdb,Gi_7YK6/structure.pdb,1317546,6c2956517a4d8aa8bb88dff911b248f9a429734246711bb81e61e934ae64e89c,1,,
Gi_7YK6,7YK6,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16264,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7YK6:trajectory_xtc,trajectory_xtc,Gi_7YK6/traj.xtc,154810088,e2164232446bb639025b3670db9a05afff7db731622ad7d65f99d8c1efcec7cb,2500,200.000,499.800
Gi_7YK7,7YK7,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16223,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7YK7:structure_pdb,structure_pdb,Gi_7YK7/structure.pdb,1314225,60a51439c6c153bcdf95dabf813b57ed2c33e976fb82bdb3a335e03bd29a7b8f,1,,
Gi_7YK7,7YK7,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16223,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7YK7:trajectory_xtc,trajectory_xtc,Gi_7YK7/traj.xtc,154257980,7c74db99f010ca4b81dd2755a675670f62a7f90a4b6f2db9468cba5d961c9f8b,2500,200.000,499.800
Gi_7YKD,7YKD,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16552,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7YKD:structure_pdb,structure_pdb,Gi_7YKD/structure.pdb,1340874,7c2ee54423d05a7e29cc6653c5eba4892ae0c8f5d09b3a0348d23aebb0fe9915,1,,
Gi_7YKD,7YKD,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16552,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7YKD:trajectory_xtc,trajectory_xtc,Gi_7YKD/traj.xtc,157288584,cb4f77af9964cc4bff2a6ce6ff9ec261780db1638d41a6899448449cc664a477,2500,200.000,499.800
Gi_7YON,7YON,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17309,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7YON:structure_pdb,structure_pdb,Gi_7YON/structure.pdb,1402191,0b70c9792c9b585f0b0fc6ac00e3ed3b795681803c12f4cdfbf6989c53d4b5c4,1,,
Gi_7YON,7YON,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17309,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7YON:trajectory_xtc,trajectory_xtc,Gi_7YON/traj.xtc,164409480,ad7273fd703c75481f069707573134f86dd21c48e3e1e98d4e335c4584e4b5ca,2500,200.000,499.800
Gi_7YU8,7YU8,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16501,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7YU8:structure_pdb,structure_pdb,Gi_7YU8/structure.pdb,1336743,8f6a25cf229bef9b0f7059a7b954b7f59936b8dd22ac96ff7f17b1dc7d9d6379,1,,
Gi_7YU8,7YU8,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16501,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_7YU8:trajectory_xtc,trajectory_xtc,Gi_7YU8/traj.xtc,156884732,3985b66faae0e9582c4b84fdc31645e2fee1c40795bc47941468869ace560ec2,2500,200.000,499.800
Gi_8DZQ,8DZQ,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16484,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8DZQ:structure_pdb,structure_pdb,Gi_8DZQ/structure.pdb,1335366,ece9ef0cdb22c67fc00261f93646ae4425c53a89b7027a609e9264ac30ed9234,1,,
Gi_8DZQ,8DZQ,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16484,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8DZQ:trajectory_xtc,trajectory_xtc,Gi_8DZQ/traj.xtc,156686136,b0ec582f6defed1a67c8963135e9b61cf8046319941b3606e70e765b15b32e13,2500,200.000,499.800
Gi_8EFO,8EFO,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16346,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8EFO:structure_pdb,structure_pdb,Gi_8EFO/structure.pdb,1324188,b761b2290250c2136e96a734440af8b13023c4ded407d2bc9fdf150b0fa15a70,1,,
Gi_8EFO,8EFO,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16346,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8EFO:trajectory_xtc,trajectory_xtc,Gi_8EFO/traj.xtc,155259048,1f11c58053130476ab73a2cf971c510ddc7c9d1cf40177a4e565b69b3b68d92f,2500,200.000,499.800
Gi_8F7S,8F7S,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16673,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8F7S:structure_pdb,structure_pdb,Gi_8F7S/structure.pdb,1350675,a352ee6e682db43d46a821266261a703a18f31de2c9a28169507be2501a8ffd7,1,,
Gi_8F7S,8F7S,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16673,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8F7S:trajectory_xtc,trajectory_xtc,Gi_8F7S/traj.xtc,158429000,be8f24e4fa8b109bf63d3f4267f00ff52e7b2ecd6ec497fa91e3da1fb3004b07,2500,200.000,499.800
Gi_8HK2,8HK2,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,19863,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8HK2:structure_pdb,structure_pdb,Gi_8HK2/structure.pdb,1609065,c0b98750ee6d9631e026a91fa8bb7bb6f6a4a84d3da55a223c33a59dffc95c07,1,,
Gi_8HK2,8HK2,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,19863,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8HK2:trajectory_xtc,trajectory_xtc,Gi_8HK2/traj.xtc,189227848,9bc674fd61afbea4541bae2bda9813a446807a8b69fec87ddcd2cfe66e0e1fa3,2500,200.000,499.800
Gi_8HK5,8HK5,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17311,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8HK5:structure_pdb,structure_pdb,Gi_8HK5/structure.pdb,1402353,0b752cebc55792786b810f6ee5ddeee8b33a94377a1dc7d10c9e353709f1eebc,1,,
Gi_8HK5,8HK5,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17311,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8HK5:trajectory_xtc,trajectory_xtc,Gi_8HK5/traj.xtc,164838088,1754cd9a72398c8ef97a48d5270cbabc794431073855343e3c177dc711278f36,2500,200.000,499.800
Gi_8HQM,8HQM,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,15955,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8HQM:structure_pdb,structure_pdb,Gi_8HQM/structure.pdb,1292517,ea0e81fb440feb3002ea51b2e3d5b9d2ce867b46a5d62adb2e075af032a1a88e,1,,
Gi_8HQM,8HQM,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,15955,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8HQM:trajectory_xtc,trajectory_xtc,Gi_8HQM/traj.xtc,152367760,8a4c366627ed9afd02f403f333d42fe9135590baca3bfd880672f93cfb006062,2500,200.000,499.800
Gi_8HS3,8HS3,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16057,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8HS3:structure_pdb,structure_pdb,Gi_8HS3/structure.pdb,1300779,0d002a74da3ebaeeccbbcd146f0e8d679840a1673f043763715cbdccb2e7e46e,1,,
Gi_8HS3,8HS3,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16057,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8HS3:trajectory_xtc,trajectory_xtc,Gi_8HS3/traj.xtc,152627000,2d4c8d3143ef87dd9910506ce6b117955a9fa611fc67224a216529574ce8fd79,2500,200.000,499.800
Gi_8IC0,8IC0,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17737,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8IC0:structure_pdb,structure_pdb,Gi_8IC0/structure.pdb,1436859,c9574ace6710cdadb9c1e6b0fdb046912ef959d609a3a35d6e53fb87ff46c921,1,,
Gi_8IC0,8IC0,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17737,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8IC0:trajectory_xtc,trajectory_xtc,Gi_8IC0/traj.xtc,169137236,12e77cd479f55c769474ebeea66a0b777c2ec67a32a5264773ecd3b1603b4c11,2500,200.000,499.800
Gi_8ID9,8ID9,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17016,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8ID9:structure_pdb,structure_pdb,Gi_8ID9/structure.pdb,1378458,10d8b2e5b00fab968e8f5e0e2a226e4166423ca62fc6256dc9384b21bb7e60b2,1,,
Gi_8ID9,8ID9,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17016,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8ID9:trajectory_xtc,trajectory_xtc,Gi_8ID9/traj.xtc,161670328,4f75c2ec7ae3b6dcc33ae2581fdb38a28b7eb33b6b629665f42254649d63b43c,2500,200.000,499.800
Gi_8IHJ,8IHJ,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16894,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8IHJ:structure_pdb,structure_pdb,Gi_8IHJ/structure.pdb,1368576,0e4cf33bb04ec1165ed524e16c60f21997780fb5d211b740c39e2c2962f4526a,1,,
Gi_8IHJ,8IHJ,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16894,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8IHJ:trajectory_xtc,trajectory_xtc,Gi_8IHJ/traj.xtc,160594984,307f6d70799f6156ebf897e1bc1cd1ae43fd7e1e013034028f47dfa7a9986c05,2500,200.000,499.800
Gi_8IRU,8IRU,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17583,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8IRU:structure_pdb,structure_pdb,Gi_8IRU/structure.pdb,1424385,d60baf66a29e50d46dcf2033a967871d6deac01e6568980605ccd5a5f71ad328,1,,
Gi_8IRU,8IRU,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17583,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8IRU:trajectory_xtc,trajectory_xtc,Gi_8IRU/traj.xtc,167033636,58b2522e07896179f03241e09ae9828da437a219f04771b04dea7e555a76e31e,2500,200.000,499.800
Gi_8IU2,8IU2,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16868,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8IU2:structure_pdb,structure_pdb,Gi_8IU2/structure.pdb,1366470,9d17890d9bf0b3106c4fed434b015dcba4c43bbe99b3c225907ba7654171be23,1,,
Gi_8IU2,8IU2,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16868,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8IU2:trajectory_xtc,trajectory_xtc,Gi_8IU2/traj.xtc,160315308,42eed3ce6d8ebf2432dfff87212ca874a25380263919e56834c77e2697eb56ce,2500,200.000,499.800
Gi_8IY5,8IY5,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17046,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8IY5:structure_pdb,structure_pdb,Gi_8IY5/structure.pdb,1380888,25703ac429ddaff84956b90b19e5c420c9dfcf80a7b2d3640199528991a743c4,1,,
Gi_8IY5,8IY5,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17046,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8IY5:trajectory_xtc,trajectory_xtc,Gi_8IY5/traj.xtc,161976804,1c339369e1a33aa625111320a3ea0f4f0db60b29de98743b79e95091499e338b,2500,200.000,499.800
Gi_8J18,8J18,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17791,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8J18:structure_pdb,structure_pdb,Gi_8J18/structure.pdb,1441233,908c4c2c3140b65f3cb8f220cabf4e72d6428b99601a31ef648318fb91c3ef1b,1,,
Gi_8J18,8J18,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,17791,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8J18:trajectory_xtc,trajectory_xtc,Gi_8J18/traj.xtc,169132536,e8397f57a589c3a5281bb7acf3be93957b72f44bb0db9544fe6e45c381b3437a,2500,200.000,499.800
Gi_8J21,8J21,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16550,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8J21:structure_pdb,structure_pdb,Gi_8J21/structure.pdb,1340712,d7203666c460a009efa2ebdfafb9ba48a4f2a0bc077151800c736222fd4cdacb,1,,
Gi_8J21,8J21,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16550,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8J21:trajectory_xtc,trajectory_xtc,Gi_8J21/traj.xtc,157176380,bd3223f4ef8909417abaf5e6b04b8d7a0417acbd83db2e4b118305d3f5ccaeea,2500,200.000,499.800
Gi_8J6D,8J6D,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,18936,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8J6D:structure_pdb,structure_pdb,Gi_8J6D/structure.pdb,1533978,fa62883245b59a38417fcb39b76e067ddda7ff021ccb2d46fb64edf84088513d,1,,
Gi_8J6D,8J6D,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,18936,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8J6D:trajectory_xtc,trajectory_xtc,Gi_8J6D/traj.xtc,180470244,af57c4222a58f0c7296bddc3125923b64d84225691c2e49b0d2fd8c7de50c9e9,2500,200.000,499.800
Gi_8JZZ,8JZZ,Gi,1,CoupledMD_reduced_trajectories_Gi-o.zip,16344,proteins plus selected ligands retained during system preparation where applicable,1.0,Gi_8JZZ:structure_pdb,structure_pdb,Gi_8JZZ/structure.pdb,1324026,6b7e3f635756cc77e5cde919d7ba1c9bf0af59bafcf0c651927c4cdfa9c5ff60,1,,
