frame,time_ns,ca_rmsd_fit_A
249,49.800000000000004,1.0608206684672035
250,50.0,1.2230643643640644
251,50.2,1.0257708671008208
252,50.400000000000006,1.0282374649278374
253,50.6,1.0354872168627065
254,50.800000000000004,0.9888461344283324
255,51.0,0.9845373401256129
256,51.2,0.954964961412582
257,51.400000000000006,0.9367608469157951
258,51.6,1.0196823129313892
259,51.800000000000004,0.9740412918439845
260,52.0,1.116027294905567
261,52.2,1.0139374634559672
262,52.400000000000006,0.8861080567407326
263,52.6,0.9985562346003316
264,52.800000000000004,0.9710305795701674
265,53.0,0.9517804552396032
266,53.2,1.033703297258179
267,53.400000000000006,1.0020278964734137
268,53.6,0.9108689603513536
269,53.800000000000004,0.8928850057897622
270,54.0,1.0123186587948896
271,54.2,0.9452819164069625
272,54.400000000000006,0.939149882742596
273,54.6,1.0716806924422901
274,54.800000000000004,1.054635063156487
275,55.0,0.9452206886756815
276,55.2,1.2354569853345025
277,55.400000000000006,1.003665209573287
278,55.6,1.0912832953992562
279,55.800000000000004,1.1808801418641477
280,56.0,1.0187227992188925
281,56.2,1.1484345959390265
282,56.400000000000006,1.176646974529979
283,56.6,1.165223057188889
284,56.800000000000004,1.0288608093867795
285,57.0,1.2107263268966892
286,57.2,1.1068653581186167
287,57.400000000000006,1.0869800519323356
288,57.6,1.0337999480827775
289,57.800000000000004,1.1171645330084001
290,58.0,0.9167778552572876
291,58.2,0.9335570629863752
292,58.400000000000006,0.9689157341405592
293,58.6,0.9748361046912504
294,58.800000000000004,0.997486039826609
295,59.0,1.0975671765852861
296,59.2,1.114293030708149
297,59.400000000000006,1.205414078021091
298,59.6,1.1702801027468483
299,59.800000000000004,1.1619780665920447
300,60.0,1.1545309014372152
301,60.2,1.1123263874674794
302,60.400000000000006,1.1416791165992963
303,60.6,1.2497937757129909
304,60.800000000000004,1.1365143569666818
305,61.0,1.1230918790563027
306,61.2,1.0995663370624658
307,61.400000000000006,1.22273060224255
308,61.6,1.190365582377315
309,61.800000000000004,1.2793001031233078
310,62.0,1.26230485370803
311,62.2,1.2319988465095733
312,62.400000000000006,1.2926346394838886
313,62.6,1.2645086438184732
314,62.800000000000004,1.1255331789706582
315,63.0,1.1576989848910213
316,63.2,1.1951153772583922
317,63.400000000000006,1.0697228892804789
318,63.6,1.2163202802907795
319,63.800000000000004,1.2662041526555379
320,64.0,1.008491734551794
321,64.2,1.2508944751143263
322,64.4,1.0679335463071737
323,64.60000000000001,1.0516123921737708
324,64.8,1.093864266184349
325,65.0,0.9423653449649374
326,65.2,0.8260675464155491
327,65.4,0.9695483411540726
328,65.60000000000001,1.000161627552694
329,65.8,0.8646101740881441
330,66.0,0.9092648654914359
331,66.2,0.9427273931497469
332,66.4,0.9230172672980478
333,66.60000000000001,1.075736821067677
334,66.8,0.9485629261701084
335,67.0,0.8478732915346876
336,67.2,0.9798634809178636
337,67.4,1.06756736560505
338,67.60000000000001,0.9409884454593844
339,67.8,0.8846965859270386
340,68.0,0.852890945969615
341,68.2,1.0020977923803664
342,68.4,0.9931025429458622
343,68.60000000000001,0.9596477246794466
344,68.8,0.8776377609130525
345,69.0,1.0045667672665122
346,69.2,0.9759215170218055
347,69.4,1.0332921560744943
348,69.60000000000001,1.00295459052296
349,69.8,0.9623426885150946
350,70.0,0.9037425383085407
351,70.2,0.955781421876357
352,70.4,0.8655535421305308
353,70.60000000000001,1.061966988011804
354,70.8,0.9535545157269253
355,71.0,1.0607919814891105
356,71.2,0.9361071224514436
357,71.4,1.0014384366905689
358,71.60000000000001,0.9811872450621943
359,71.8,0.8539595184144096
360,72.0,0.9049104201016106
361,72.2,0.9812863049534175
362,72.4,1.054098688774343
363,72.60000000000001,1.055429305950187
364,72.8,1.2281280297680186
365,73.0,1.1022273334833592
366,73.2,1.1706054317928924
367,73.4,1.184457867282192
368,73.60000000000001,1.1182275679003777
369,73.8,1.158556347189189
370,74.0,1.2100296611145485
371,74.2,1.0196435093207787
372,74.4,1.052546686777555
373,74.60000000000001,1.216296009651859
374,74.8,1.148883859755946
375,75.0,1.097442452398711
376,75.2,1.10595088407777
377,75.4,1.2840613557446396
378,75.60000000000001,1.2854833338764273
379,75.8,1.1209103619980512
380,76.0,1.0909922265291963
381,76.2,0.923049111046824
382,76.4,0.9707654567989636
383,76.60000000000001,1.02051210889867
384,76.80000000000001,1.165792944071709
385,77.0,1.1267154756800273
386,77.2,1.0898076913591248
387,77.4,1.1688563639827152
388,77.60000000000001,1.1349052974732787
389,77.80000000000001,1.0925886745568734
390,78.0,1.1126522937227783
391,78.2,1.1604361060007833
392,78.4,1.1959373974642586
393,78.60000000000001,1.139039893329413
394,78.80000000000001,1.1677044112270698
395,79.0,0.9875022115953058
396,79.2,1.2707769381417093
397,79.4,1.001949757503168
398,79.60000000000001,1.3138879786971158
399,79.80000000000001,1.2953145271058182
400,80.0,1.2746430762312604
401,80.2,1.0770299772231395
402,80.4,1.163805275412657
403,80.60000000000001,1.0451838131226154
404,80.80000000000001,1.3538626476785347
405,81.0,1.0567405744168967
406,81.2,1.235401231784922
407,81.4,1.2312025622381548
408,81.60000000000001,1.176904617339616
409,81.80000000000001,1.0509967952858068
410,82.0,1.2328331146538598
411,82.2,1.2335710423877662
412,82.4,1.1689505301061296
413,82.60000000000001,1.0410915121272872
414,82.80000000000001,1.2121856401569429
415,83.0,1.2544797809513994
416,83.2,1.3612668645493968
417,83.4,1.3036979615733506
418,83.60000000000001,1.1037111179285588
419,83.80000000000001,1.1648179551614417
420,84.0,1.1562056467584152
421,84.2,1.044440234598887
422,84.4,0.9545131104284067
423,84.60000000000001,1.0440878922927992
424,84.80000000000001,1.142601772341883
425,85.0,1.1243305669016865
426,85.2,0.9908266879947296
427,85.4,1.1784410731447954
428,85.60000000000001,1.090943697029613
429,85.80000000000001,1.2244257967362002
430,86.0,1.0032237816408638
431,86.2,1.047220885503303
432,86.4,0.9138423856873011
433,86.60000000000001,1.0662186043088913
434,86.80000000000001,0.9579555553928495
435,87.0,0.9931066581789425
436,87.2,0.896664143541807
437,87.4,1.0396204565282892
438,87.60000000000001,1.0375961605710902
439,87.80000000000001,0.960194307229742
440,88.0,0.9132391693623994
441,88.2,0.9885045705764058
442,88.4,1.0153940194081306
443,88.60000000000001,1.005442265799388
444,88.80000000000001,1.058158602518819
445,89.0,0.9731951886751613
446,89.2,0.9609836544771676
447,89.4,0.9813368756160897
448,89.60000000000001,1.1137434997290416
449,89.80000000000001,1.0479822318347853
450,90.0,1.079227260143342
451,90.2,1.1314249950682795
452,90.4,1.1120956569446725
453,90.60000000000001,1.1171853617775551
454,90.80000000000001,0.9816097548957696
455,91.0,1.0154395252153254
456,91.2,0.9651286683623084
457,91.4,1.011516176216064
458,91.60000000000001,0.9651169573294482
459,91.80000000000001,1.005604192261598
460,92.0,0.9332004441116968
461,92.2,1.0336417971232947
462,92.4,0.9179175711662902
463,92.60000000000001,0.8462544126699079
464,92.80000000000001,0.9636880684863379
465,93.0,1.0782275868445923
466,93.2,1.0500377837145516
467,93.4,1.0439962399517846
468,93.60000000000001,1.0497952382975817
469,93.80000000000001,1.056343745639899
470,94.0,0.9235330499783935
471,94.2,0.9927326666552065
472,94.4,1.108883953608033
473,94.60000000000001,1.1435271094528987
474,94.80000000000001,1.017411173102091
475,95.0,1.1340473521769192
476,95.2,1.1173708680789791
477,95.4,1.1385794309114148
478,95.60000000000001,1.177240825439467
479,95.80000000000001,1.0674524907053056
480,96.0,1.0680903128936312
481,96.2,1.1181357117941695
482,96.4,1.0208501933219563
483,96.60000000000001,1.1779340474412783
484,96.80000000000001,1.0066273593896373
485,97.0,1.2684581872634921
486,97.2,1.0870895796041342
487,97.4,1.0461311865435252
488,97.60000000000001,1.1115877453676974
489,97.80000000000001,1.1162591611895403
490,98.0,1.1874575395418954
491,98.2,1.0932470832755852
492,98.4,1.1320793917443057
493,98.60000000000001,1.0962706291780864
494,98.80000000000001,1.0852798343402013
495,99.0,1.2962690336832803
496,99.2,1.2099123870635897
497,99.4,1.1286626382346665
498,99.60000000000001,1.1449708961334262
499,99.80000000000001,1.1753804055387174
500,100.0,1.288973015850054
501,100.2,1.1874550808146953
502,100.4,1.182205675178377
503,100.60000000000001,1.1507813290915427
504,100.80000000000001,1.2456029622389988
505,101.0,1.1845744957700015
506,101.2,1.2675940070922236
507,101.4,1.0508955324305997
508,101.60000000000001,1.1860397386740082
509,101.80000000000001,1.3060168785355435
510,102.0,1.0815394033936907
511,102.2,1.2327665689306115
512,102.4,1.0626623964542432
513,102.60000000000001,1.089126697810106
514,102.80000000000001,1.2256109211773027
515,103.0,1.2047982259458379
516,103.2,1.0866468288200108
517,103.4,1.0046110154146377
518,103.60000000000001,1.0732471478111536
519,103.80000000000001,1.2049289698183452
520,104.0,1.2106782228635784
521,104.2,1.123020221692628
522,104.4,0.9897006366673236
523,104.60000000000001,1.113676631121776
524,104.80000000000001,1.292528620532618
525,105.0,1.2384796809864735
526,105.2,1.168800291475417
527,105.4,1.1639297449110628
528,105.60000000000001,1.1415977479953332
529,105.80000000000001,1.162633335036135
530,106.0,1.2839084785391726
531,106.2,1.1660532858148058
532,106.4,1.201225630253603
533,106.60000000000001,1.1748119826545238
534,106.80000000000001,1.3102242187913873
535,107.0,1.2975749888377064
536,107.2,1.1094848614884787
537,107.4,1.1244944124668175
538,107.60000000000001,0.9995821477113387
539,107.80000000000001,1.0570938734149071
540,108.0,1.1928771820268238
541,108.2,1.1903372715605531
542,108.4,1.330978032823109
543,108.60000000000001,1.4571586231780675
544,108.80000000000001,1.517742341032733
545,109.0,1.3036564322505495
546,109.2,1.1948839303242123
547,109.4,1.19085588706516
548,109.60000000000001,1.3424357604653223
549,109.80000000000001,1.2509851459790855
550,110.0,1.3080294287292273
551,110.2,1.09412126701903
552,110.4,1.141380495174834
553,110.60000000000001,1.1846723497179845
554,110.80000000000001,1.0204928980475771
555,111.0,1.1616731261308912
556,111.2,1.0485487890779375
557,111.4,1.0129876927308172
558,111.60000000000001,1.0274008166216688
559,111.80000000000001,1.0064027469957302
560,112.0,1.094307006977097
561,112.2,1.1621885277953563
562,112.4,1.0082151551365728
563,112.60000000000001,1.0685897439288794
564,112.80000000000001,1.1234290271857583
565,113.0,1.15736249707177
566,113.2,1.0578524658714599
567,113.4,1.078177026399253
568,113.60000000000001,1.103969101405049
569,113.80000000000001,0.9943726894721613
570,114.0,1.072821678390703
571,114.2,1.0708798854766628
572,114.4,1.2277634731979248
573,114.60000000000001,1.0483895603520843
574,114.80000000000001,1.0132252516515465
575,115.0,1.1195238240989098
576,115.2,1.0154995852347475
577,115.4,1.0292697187068767
578,115.60000000000001,1.0052481515712286
579,115.80000000000001,0.8984770197778666
580,116.0,1.0944087966860958
581,116.2,1.0443867969975342
582,116.4,1.1018651330633291
583,116.60000000000001,1.112158233856964
584,116.80000000000001,1.029256186806901
585,117.0,1.1134055491608792
586,117.2,1.0530336082632543
587,117.4,1.14409032568764
588,117.60000000000001,1.145837382263249
589,117.80000000000001,1.0064657212519244
590,118.0,1.1643139516005014
591,118.2,1.1143959866262654
592,118.4,1.1581722079048145
593,118.60000000000001,1.121556486512851
594,118.80000000000001,1.1840431218276295
595,119.0,1.1566505640066995
596,119.2,1.2119957681061209
597,119.4,1.0755953211585907
598,119.60000000000001,1.1442430802745849
599,119.80000000000001,1.0043158028757018
600,120.0,0.9967232114612654
601,120.2,1.0969151583582106
602,120.4,1.012533336013334
603,120.60000000000001,0.9964055033443504
604,120.80000000000001,1.1124014113504759
605,121.0,0.9498158047265346
606,121.2,1.1313236233152997
607,121.4,1.0074459575420587
608,121.60000000000001,0.8897775949926332
609,121.80000000000001,0.9958900280396066
610,122.0,0.8486351842946941
611,122.2,1.114995628326482
612,122.4,0.9612567410403012
613,122.60000000000001,0.976094031160051
614,122.80000000000001,0.9167930044999014
615,123.0,1.0791004822910646
616,123.2,0.9654430610927357
617,123.4,1.206672941854333
618,123.60000000000001,1.0006021094564554
619,123.80000000000001,0.9640596581546614
620,124.0,0.9779662719414427
621,124.2,0.8940194978435921
622,124.4,0.9954924630542269
623,124.60000000000001,1.0334400382632172
624,124.80000000000001,1.107493471091023
625,125.0,1.0724304849268012
626,125.2,0.9322754140318908
627,125.4,0.8910116537022611
628,125.60000000000001,0.9075247576730185
629,125.80000000000001,0.9245900689503709
630,126.0,0.8932791593942256
631,126.2,0.8775534157967004
632,126.4,0.9497467572405626
633,126.60000000000001,1.0494611655601067
634,126.80000000000001,1.0579729235959807
635,127.0,0.9433651208667669
636,127.2,0.9754142100747831
637,127.4,0.9786129050201267
638,127.60000000000001,0.9323002926960976
639,127.80000000000001,1.0599239003219318
640,128.0,0.9612203836058548
641,128.20000000000002,0.8494439063233796
642,128.4,1.0497327670385532
643,128.6,0.9313991548249957
644,128.8,1.0796768859268249
645,129.0,1.0128046592166307
646,129.20000000000002,1.0286995046002922
647,129.4,0.9632742663475994
648,129.6,0.8758727322158769
649,129.8,0.9923884667795755
650,130.0,0.8832346901269218
651,130.20000000000002,0.989117337057046
652,130.4,0.9091213022011532
653,130.6,0.9740314016855086
654,130.8,1.1622669373302652
655,131.0,1.0019370752479966
656,131.20000000000002,1.055858003624401
657,131.4,1.125577771289341
658,131.6,1.075916842287648
659,131.8,1.0421059490277917
660,132.0,1.0985595519539635
661,132.20000000000002,1.2000134207508903
662,132.4,1.1210483972277856
663,132.6,1.1620399744408931
664,132.8,1.2718827939616368
665,133.0,1.2266160467482907
666,133.20000000000002,1.1559369559388606
667,133.4,1.1932625107842447
668,133.6,1.1194840318944554
669,133.8,1.1322956100979025
670,134.0,1.1958685799726376
671,134.20000000000002,1.2260208815918512
672,134.4,1.1171461917428178
673,134.6,1.123598865984687
674,134.8,1.029367748973952
675,135.0,1.1313021281984572
676,135.20000000000002,1.1329726619476654
677,135.4,1.0248285062744622
678,135.6,1.101751316463933
679,135.8,1.133180528505199
680,136.0,1.2679974179341622
681,136.20000000000002,1.173607980775867
682,136.4,1.2256225970255434
683,136.6,1.3115736795300108
684,136.8,1.0634097375168223
685,137.0,1.050459490250619
686,137.20000000000002,1.0764575241276322
687,137.4,1.0235681320367644
688,137.6,1.0613306100805031
689,137.8,1.0076538018731958
690,138.0,1.0780787055884153
691,138.20000000000002,0.9461354859308558
692,138.4,0.9725151163931602
693,138.6,1.026120026080561
694,138.8,1.0419693496675742
695,139.0,1.0708120520125812
696,139.20000000000002,1.0687059515237416
697,139.4,0.9402300712673445
698,139.6,0.9679642838059861
699,139.8,0.9684684668951404
700,140.0,0.9294486174878995
701,140.20000000000002,0.9204947535279413
702,140.4,1.072408384997881
703,140.6,1.0043612843919183
704,140.8,1.0072733406186039
705,141.0,0.9385778993156355
706,141.20000000000002,0.9100858965674989
707,141.4,1.1622716015436925
708,141.6,0.9165509198345843
709,141.8,1.0847362055715764
710,142.0,1.0729168697904274
711,142.20000000000002,1.0100027785790873
712,142.4,1.1857361606548857
713,142.6,1.0848152738612173
714,142.8,0.9591750343075722
715,143.0,1.0237567308639364
716,143.20000000000002,0.9212123543690146
717,143.4,0.9530397482267996
718,143.6,1.0065019662503478
719,143.8,0.8644348022415838
720,144.0,0.9386551997238997
721,144.20000000000002,0.9328832651859299
722,144.4,0.8251024682200028
723,144.6,1.080744552174576
724,144.8,0.9571009657265233
725,145.0,0.79388651493083
726,145.20000000000002,0.9761003627321663
727,145.4,0.972376766498832
728,145.6,0.9531816947120322
729,145.8,0.9292991643694558
730,146.0,1.0005525422354309
731,146.20000000000002,0.9752842501172595
732,146.4,0.9865595413821674
733,146.6,0.8843258025380901
734,146.8,0.8713329171093597
735,147.0,0.9285219615808186
736,147.20000000000002,0.9291852172401077
737,147.4,1.0278120875337016
738,147.6,0.9343451956698816
739,147.8,0.9451556846235462
740,148.0,0.8745379783311409
741,148.20000000000002,1.1016886901139153
742,148.4,1.1295466951255035
743,148.6,0.8370848825977372
744,148.8,0.9379392051669505
745,149.0,0.9778251897599807
746,149.20000000000002,0.9082933935376097
747,149.4,0.8639144640385252
748,149.6,0.8095110888199788
749,149.8,0.8792934122324313
750,150.0,0.852057627951944
751,150.20000000000002,0.8679896371939911
752,150.4,0.9208839648512354
753,150.6,0.8973914186721778
754,150.8,0.9896432562564008
755,151.0,1.0703846650545161
756,151.20000000000002,0.9499053392188238
757,151.4,0.9116091963085222
758,151.6,1.0524410215755897
759,151.8,1.0192402302471317
760,152.0,1.0711306242243974
761,152.20000000000002,1.1033113481728951
762,152.4,1.2726626508165406
763,152.6,1.1593705852495275
764,152.8,1.1415617780065634
765,153.0,1.3115551553277334
766,153.20000000000002,1.1585268678117362
767,153.4,1.1176419326475393
768,153.60000000000002,1.008104447703791
769,153.8,1.1712275056787724
770,154.0,1.151451620258281
771,154.20000000000002,1.196614649151111
772,154.4,1.035781124578689
773,154.60000000000002,0.951145245923942
774,154.8,0.9055209010342001
775,155.0,0.8955107212892799
776,155.20000000000002,0.9209994282937488
777,155.4,0.9136029414659124
778,155.60000000000002,0.8460379867419596
779,155.8,0.8984531767835432
780,156.0,0.8748413366030972
781,156.20000000000002,0.9660886474675221
782,156.4,1.0007698588511444
783,156.60000000000002,1.158329703890732
784,156.8,1.0921930781380338
785,157.0,1.1015559060809967
786,157.20000000000002,1.1502966464392612
787,157.4,1.135403071161511
788,157.60000000000002,1.2179495176324302
789,157.8,1.221321833830769
790,158.0,1.0895917363506555
791,158.20000000000002,1.2152112850058479
792,158.4,1.3027398619819617
793,158.60000000000002,1.3010625014955775
794,158.8,1.2886283915477696
795,159.0,1.2086431276537764
796,159.20000000000002,1.2946542281610034
797,159.4,1.4185842675014557
798,159.60000000000002,1.2550792011304883
799,159.8,1.3338619388163635
800,160.0,1.3022393933460163
801,160.20000000000002,1.313987459928475
802,160.4,1.291161412230568
803,160.60000000000002,1.3766324663957068
804,160.8,1.3860948929328565
805,161.0,1.3424057328434955
806,161.20000000000002,1.253535778687841
807,161.4,1.2791498556088585
808,161.60000000000002,1.3221853146190552
809,161.8,1.3813243558445054
810,162.0,1.3931797393725989
811,162.20000000000002,1.5548143828899856
812,162.4,1.5811530726968883
813,162.60000000000002,1.4297013664505496
814,162.8,1.413555267198988
815,163.0,1.5034491827196093
816,163.20000000000002,1.5833009800608382
817,163.4,1.3582812034723204
818,163.60000000000002,1.3336885263813787
819,163.8,1.595546097889192
820,164.0,1.5601487404675523
821,164.20000000000002,1.4147520492427723
822,164.4,1.4919293562372882
823,164.60000000000002,1.3359293893286446
824,164.8,1.3072528202360327
825,165.0,1.222568258550661
826,165.20000000000002,1.2405988921777873
827,165.4,1.278415785094021
828,165.60000000000002,1.3594929060345546
829,165.8,1.157285469540804
830,166.0,1.215157586193248
831,166.20000000000002,1.172081369398144
832,166.4,1.1080672562501102
833,166.60000000000002,1.0653187047016874
834,166.8,1.185455696662947
835,167.0,1.2222915490263537
836,167.20000000000002,1.2152231333252526
837,167.4,1.2113271342377907
838,167.60000000000002,1.2020649903134806
839,167.8,1.0863922937864892
840,168.0,1.1274596597656
841,168.20000000000002,1.1306377897755475
842,168.4,1.0839279556018053
843,168.60000000000002,1.0201531124157897
844,168.8,1.0663013004315463
845,169.0,1.3283326802553677
846,169.20000000000002,1.3367178195034457
847,169.4,1.3800100327011389
848,169.60000000000002,1.195389655028507
849,169.8,1.1785450104715425
850,170.0,1.1422968308125752
851,170.20000000000002,1.273346826466271
852,170.4,1.2856948353778908
853,170.60000000000002,1.1746247733763262
854,170.8,1.1596784728987926
855,171.0,1.2682147295149264
856,171.20000000000002,1.2598344437146691
857,171.4,1.3825034683846742
858,171.60000000000002,1.4244319790329294
859,171.8,1.3302646834612994
860,172.0,1.3713389972194003
