system_id,replica,g_protein_family,g_protein_family_label,harmonized_observations,tm_core_rmsd_A_p95,galpha_interface_rmsd_A_p95,contact_retention_p05
Gi_7VL9,2,Gi,Gi/o,1001,2.6138071142415464,3.0892496595518546,0.9555555555555556
Gi_7VL9,3,Gi,Gi/o,1001,2.0497523408002354,5.4389018530645314,0.9545454545454546
Gi_7W0N,1,Gi,Gi/o,1001,2.158322388347959,3.824883567258065,0.8421052631578947
Gi_7W0N,2,Gi,Gi/o,1001,2.962247162194592,4.994690473125025,0.8888888888888888
Gi_7W0N,3,Gi,Gi/o,1001,2.417522109159314,5.027132946440102,0.875
Gi_7W6P,1,Gi,Gi/o,1001,2.8907868995558013,8.668608477449776,0.7307692307692307
Gi_7W6P,2,Gi,Gi/o,1001,3.4473249307572624,6.379936265573569,0.7
Gi_7W6P,3,Gi,Gi/o,1001,2.5595586779569333,6.108721531485067,0.782608695652174
Gi_7WQ3,1,Gi,Gi/o,1001,1.8869489417597465,3.819740630154312,0.9583333333333334
Gi_7WQ3,2,Gi,Gi/o,1001,1.6785170789139694,4.644105382865402,0.9545454545454546
Gi_7WQ3,3,Gi,Gi/o,1001,1.5356404636375482,3.4845161446895347,1.0
Gi_7WU9,1,Gi,Gi/o,1001,2.261714382228436,4.542914439032128,1.0
Gi_7WU9,2,Gi,Gi/o,1001,2.6118753919110227,3.728214362534092,1.0
Gi_7WU9,3,Gi,Gi/o,1001,2.401904785085032,5.825535012468392,0.9523809523809524
Gi_7WV9,1,Gi,Gi/o,1001,2.347471841625383,5.815975552553775,0.803030303030303
Gi_7WV9,2,Gi,Gi/o,1001,1.95017990786634,5.840635750319275,0.6333333333333333
Gi_7WV9,3,Gi,Gi/o,1001,2.7292076677567816,5.3603735198953135,0.875
Gi_7WVU,1,Gi,Gi/o,1001,2.9968266651737445,7.196990373289196,0.9302325581395348
Gi_7WVU,2,Gi,Gi/o,1001,1.96162853545958,4.144707674762624,1.0
Gi_7WVU,3,Gi,Gi/o,1001,2.684961952251536,6.686207362749311,1.0
Gi_7WVX,1,Gi,Gi/o,1001,2.087325675877199,4.0959471287079445,1.0
Gi_7WVX,2,Gi,Gi/o,1001,2.5712321557553084,4.737684130146046,0.9807692307692308
Gi_7WVX,3,Gi,Gi/o,1001,2.431708419249873,5.029796495717616,0.975609756097561
Gi_7X5H,1,Gi,Gi/o,1001,3.175088975969428,5.473440077188012,0.9130434782608696
Gi_7X5H,2,Gi,Gi/o,1001,2.7487807256952856,5.720027872239351,0.7441860465116279
Gi_7X5H,3,Gi,Gi/o,1001,2.7903061977575714,5.766325291925768,0.9230769230769232
Gi_7X9A,1,Gi,Gi/o,1001,1.9153809606594023,7.197561269690684,0.7837837837837838
Gi_7X9A,2,Gi,Gi/o,1001,2.1715577922049225,5.5139475640992375,0.975
Gi_7X9A,3,Gi,Gi/o,1001,2.226124854204088,6.060441604481428,0.902439024390244
